job_title,location,income,skill
バックエンドエンジニア（レストラン検索担当）,"東京都, フルリモート",500万円〜745万円,"C#, PHP, Go, React, TypeScript, AWS, MySQL, Azure, Elasticsearch, GCP, Redis, DDD"
Webエンジニア（マネージャー候補）※完全フルリモート,"東京都, フルリモート",900万円〜1200万円,"JavaScript, Ruby, Java, Ruby on Rails, React, TypeScript, AWS, MySQL, Jenkins, Redis"
クラウドエンジニア(基盤設計・構築),東京都,500万円〜700万円,"AWS, Azure, Lambda, GCP"
【運用保守】インフラエンジニア,"東京都, 神奈川県, 千葉県, 埼玉県, 大阪府, 兵庫県, 京都府, 奈良県",450万円〜600万円,AWS
データエンジニア,"東京都, フルリモート",700万円〜1100万円,"SQL, Ruby, Python, Ruby on Rails, AWS, Docker, MySQL, Vue.js, Lambda, Fargate"
COO候補,"東京都, フルリモート",800万円〜1200万円,
AI関連_PM/PMO,"東京都, 神奈川県, 千葉県, 埼玉県",600万円〜800万円,"Python, AWS"
コーポレートIT（情シス）担当／医療分野の業務改善をお任せ,東京都,400万円〜650万円,"SQL, Oracle"
アプリエンジニア,東京都,400万円〜600万円,"Swift, CodeIgniter, jQuery, React, iOS, Android, Laravel, Kotlin, Firebase, React Native, Flutter"
Webマーケシニアコンサルタント,東京都,560万円〜1879万円,
人事担当,京都府,400万円〜600万円,
事業推進担当者（家事代行）,"東京都, 神奈川県, 千葉県, 埼玉県, 大阪府, 兵庫県, 京都府, 愛知県, 北海道, 青森県, 岩手県, 宮城県, 秋田県, 山形県, 福島県, 茨城県, 栃木県, 群馬県, 新潟県, 富山県, 石川県, 福井県, 山梨県, 長野県, 岐阜県, 静岡県, 三重県, 滋賀県, 奈良県, 和歌山県, 鳥取県, 島根県, 岡山県, 広島県, 山口県, 徳島県, 香川県, 愛媛県, 高知県, 福岡県, 佐賀県, 長崎県, 熊本県, 大分県, 宮崎県, 鹿児島県, 沖縄県",420万円〜,
人事担当,京都府,400万円〜600万円,
インフラ企業向けITエンジニア(広島勤務),広島県,350万円〜700万円,"JavaScript, Java, AWS"
ＩＴ企業の【営業事務】のお仕事です。 ちょっとした居心地のよさが、毎日の安心に。,東京都,300万円〜,
インフラエンジニア,東京都,500万円〜800万円,Azure
DX事業部シニアコンサルタント,東京都,1200万円〜2000万円,
東京/官民連携事業メンバー/公共/メンバー/2204,東京都,450万円〜840万円,
バックエンドエンジニア（テックリード）,"東京都, 神奈川県, 千葉県, 埼玉県, 大阪府, 兵庫県, 京都府, 愛知県, 北海道, 青森県, 岩手県, 宮城県, 秋田県, 山形県, 福島県, 茨城県, 栃木県, 群馬県, 新潟県, 富山県, 石川県, 福井県, 山梨県, 長野県, 岐阜県, 静岡県, 三重県, 滋賀県, 奈良県, 和歌山県, 鳥取県, 島根県, 岡山県, 広島県, 山口県, 徳島県, 香川県, 愛媛県, 高知県, 福岡県, 佐賀県, 長崎県, 熊本県, 大分県, 宮崎県, 鹿児島県, 沖縄県, フルリモート",600万円〜800万円,
ブリッジエンジニア,"東京都, 神奈川県, 千葉県, 埼玉県",550万円〜800万円,"AWS, Docker"
グループ会社代表/新規事業責任者候補（マーケティング）,東京都,500万円〜1200万円,
AI推進エンジニア,東京都,400万円〜800万円,
翻訳・制作進行管理,東京都,280万円〜400万円,
BizOps,東京都,700万円〜1050万円,
ディレクター・カスタマーサクセス_エネルギークラウド事業部,"東京都, フルリモート",600万円〜800万円,
【新規事業】不動産営業,東京都,400万円〜500万円,
アカウントマネージャー,東京都,500万円〜700万円,
情報システム担当,東京都,450万円〜830万円,
データガバナンス,"東京都, フルリモート",600万円〜1500万円,"SQL, Python, AWS, Lambda, GCP"
Webマーケター/ディレクター候補,東京都,700万円〜900万円,
【新宿】金融系UAT等ユーザー側業務支援。若手OK◆　リーダー／7名～体制,東京都,350万円〜650万円,VBA
【Biz】Sales,"東京都, 神奈川県, 千葉県, 埼玉県, 大阪府, 兵庫県, 京都府, 愛知県, 北海道, 青森県, 岩手県, 宮城県, 秋田県, 山形県, 福島県, 茨城県, 栃木県, 群馬県, 新潟県, 富山県, 石川県, 福井県, 山梨県, 長野県, 岐阜県, 静岡県, 三重県, 滋賀県, 奈良県, 和歌山県, 鳥取県, 島根県, 岡山県, 広島県, 山口県, 徳島県, 香川県, 愛媛県, 高知県, 福岡県, 佐賀県, 長崎県, 熊本県, 大分県, 宮崎県, 鹿児島県, 沖縄県, フルリモート",460万円〜1000万円,
ERP/CRMエンジニア,東京都,600万円〜1200万円,"C#, C, C++, JavaScript, VBA, SQL, PHP, Ruby, Java, COBOL, Python, Go, Unity, React, TypeScript, AWS, Azure, SAP"
ルート営業（仙台）,宮城県,380万円〜600万円,
Webバックエンド/フロント/AIコーディングエンジニア,東京都,450万円〜800万円,"PHP, Ruby, Java, Python, Node.js, React, TypeScript, AWS, Docker, MySQL, Laravel, Vue.js, IoT, Spring, GCP, Flask"
カスタマーサポート,"東京都, フルリモート",500万円〜700万円,
営業(メンバー),東京都,360万円〜500万円,
BtoC営業◆未経験歓迎/年収は青天井/月間売上15億円を超えるAIベンチャー企業,東京都,600万円〜,
法人営業,"東京都, 大阪府",400万円〜600万円,
プロデューサー（未経験歓迎 / 東京）,東京都,430万円〜550万円,
事業企画（AIコンサル&プロダクト開発事業）,"東京都, 神奈川県, 千葉県, 埼玉県, 大阪府, 兵庫県, 京都府, 愛知県, 北海道, 青森県, 岩手県, 宮城県, 秋田県, 山形県, 福島県, 茨城県, 栃木県, 群馬県, 新潟県, 富山県, 石川県, 福井県, 山梨県, 長野県, 岐阜県, 静岡県, 三重県, 滋賀県, 奈良県, 和歌山県, 鳥取県, 島根県, 岡山県, 広島県, 山口県, 徳島県, 香川県, 愛媛県, 高知県, 福岡県, 佐賀県, 長崎県, 熊本県, 大分県, 宮崎県, 鹿児島県, 沖縄県, フルリモート",600万円〜1000万円,"SQL, Python"
営業・プロデューサー,大阪府,450万円〜550万円,
デジタルメディアプランナー（マネージャー候補）,東京都,800万円〜,
カスタマーサクセス（新規事業特化AIサービス「HASSAN」）,"東京都, フルリモート",480万円〜840万円,
カスタマーコンサルタント,東京都,500万円〜1000万円,
コンテンツディレクター_マーケティング部,東京都,350万円〜600万円,
【社内SE/リーダークラス（生産・物流管理システム新規構築）】フード業世界一を目指す,東京都,700万円〜1000万円,Java
Webマーケティングコンサルタント,東京都,420万円〜660万円,
AM06.経理担当,東京都,450万円〜558万円,
【ヘルスケア事業部】経営企画管理部 / データアナリスト,東京都,450万円〜650万円,
運用型広告コンサルタント,東京都,440万円〜553万円,
大手顧客向けカスタマーサクセス（プロジェクトマネージャー候補）,東京都,400万円〜600万円,
運用型広告コンサルタント,東京都,440万円〜553万円,
【ヘルスケア事業部】経営企画管理部 / データアナリスト,東京都,450万円〜650万円,
クラウドエンジニア（就業規則ナビ）,フルリモート,500万円〜800万円,AWS
人事（エンジニア採用担当）,東京都,400万円〜600万円,
【AE】フィールドセールス,東京都,500万円〜800万円,
デザイナー・アートディレクター（リーダー候補）,東京都,500万円〜700万円,
DX107　【DX/AI＆データ】シニアコンサルタント,東京都,700万円〜1200万円,
社長直下：特命担当,東京都,500万円〜600万円,
エンバイロメントアーティスト(背景モデリング),東京都,400万円〜600万円,
食品製造スタッフ,千葉県,290万円〜493万円,
オフィスビル企画・リーシング担当(未経験者),東京都,400万円〜600万円,
【サプライチェーン部門】商品・物流管理 / CS 責任者候補,東京都,400万円〜700万円,
新規開拓営業,東京都,600万円〜800万円,
【東京】リスティング広告運用マーケター,東京都,530万円〜770万円,
バックエンドエンジニア,東京都,540万円〜720万円,"React, AWS, Docker, MySQL, Laravel, Vue.js, Nginx, GCP, Redis"
【関西】バックエンドエンジニア（C#）,"大阪府, フルリモート",400万円〜700万円,"C#, JavaScript, SQLServer"
Webディレクター_長期的なプロジェクト支援,東京都,500万円〜570万円,
(cmf-b37)CARTA MARKETING FIRM WEBマーケティングディレクター（職種未経験者向け）※7月1日以降CARTA ZEROに統合します※,東京都,400万円〜700万円,
【MWC】アカウントプランナー,東京都,400万円〜600万円,
フルスタックエンジニア（候補）／マーケティング・DX、生成AI開発,東京都,600万円〜800万円,"SQL, Java, Python, Node.js, AWS, Salesforce"
Webディレクター,東京都,500万円〜,
プロダクトデザイナー,フルリモート,650万円〜1000万円,
人事スタッフ（マネージャー候補）,東京都,500万円〜800万円,
企画営業/事業開発（インバウンド）,東京都,480万円〜700万円,
WEBアプリケーション開発/リーダー/フルリモ可,"大阪府, フルリモート",500万円〜700万円,"AWS, MySQL, Jenkins, Oracle, GCP"
機械学習エンジニア（ミドル）,"東京都, 神奈川県, 千葉県, 埼玉県, 大阪府, 兵庫県, 京都府, 愛知県, 北海道, 青森県, 岩手県, 宮城県, 秋田県, 山形県, 福島県, 茨城県, 栃木県, 群馬県, 新潟県, 富山県, 石川県, 福井県, 山梨県, 長野県, 岐阜県, 静岡県, 三重県, 滋賀県, 奈良県, 和歌山県, 鳥取県, 島根県, 岡山県, 広島県, 山口県, 徳島県, 香川県, 愛媛県, 高知県, 福岡県, 佐賀県, 長崎県, 熊本県, 大分県, 宮崎県, 鹿児島県, 沖縄県, フルリモート",550万円〜900万円,"AWS, TensorFlow, Azure, GCP, scikit-learn"
システムディレクター,愛知県,400万円〜,"PHP, Laravel"
Flutterエンジニア,東京都,350万円〜850万円,"iOS, Android, Flutter"
【長野松本】未来のネットの高校でのキャンパス運営スタッフ（教員免許不要）,長野県,336万円〜464万円,
ソフトウェアエンジニア（技術領域横断）,東京都,600万円〜1100万円,"React, TypeScript"
チーフクラウドエンジニア,東京都,600万円〜700万円,Kubernetes
A-1.Tech_情報システム※マネージャー候補,東京都,750万円〜1100万円,
【NEC子会社・サイバーセキュリティのスペシャリスト集団】リバースエンジニア/エクスプロイトデベロッパー　募集,東京都,500万円〜700万円,"C, Python"
Webエンジニア,"宮城県, 福岡県",360万円〜600万円,"SQL, PHP, Ruby, Python, Go, Node.js, React, AWS, Vue.js, GCP, Nuxt.js"
ネイティブアプリエンジニア（美容領域担当）,東京都,662万円〜957万円,"Swift, iOS, Android, Kotlin"
経理スタッフ（経理担当・将来のコアメンバー候補）,東京都,350万円〜500万円,
プロダクトマネージャー（LLM領域）,フルリモート,650万円〜875万円,R
採用担当,東京都,400万円〜600万円,
UIデザイナー,東京都,400万円〜800万円,
マーケティング（FUJIMI）,東京都,600万円〜750万円,
プリセールス,東京都,600万円〜1000万円,
労務,神奈川県,450万円〜550万円,
【東京勤務】カスタマーサポート／コミュニティ運用リーダー,東京都,600万円〜,
人事労務担当,東京都,380万円〜570万円,
フロントエンドエンジニア,東京都,600万円〜1200万円,"JavaScript, Go, React, TypeScript, AWS, Docker, Fargate"
Webマーケティング×SaaS営業,大阪府,360万円〜600万円,
【正社員/南関東】業務系・基幹系システム/SE・プログラマー,"東京都, 神奈川県, 千葉県, 埼玉県",450万円〜800万円,"C#, JavaScript, Java, Python, Symfony, CakePHP, AWS, MySQL, Laravel, WordPress, Vue.js, Nginx, Apache"
コールセンターの受付窓口,埼玉県,264万円〜,
【キャリアチェンジで活躍する方多数】お客さまのニーズを引き出す提案営業【フォロー充実】,"東京都, 神奈川県, 千葉県, 埼玉県, 大阪府, 兵庫県, 京都府, 愛知県, 茨城県, 栃木県, 群馬県, 富山県, 石川県, 福井県, 山梨県, 長野県, 岐阜県, 静岡県, 三重県, 滋賀県, 奈良県, 和歌山県, 香川県, 福岡県",382万円〜558万円,
【広告運用コンサルタント｜福岡新事務所立ち上げメンバー】,福岡県,400万円〜1000万円,
【福岡】ソリューションセールス,福岡県,500万円〜800万円,
沖縄オフィスマネージャー,沖縄県,600万円〜800万円,
【デジタルテクノロジー戦略本部】HR領域の新規プロダクトの企画・運用・保守（上流工程メイン）,東京都,450万円〜900万円,
総務（事務）スタッフ,東京都,300万円〜500万円,
キャリアアドバイザー,東京都,400万円〜500万円,
ITエンジニア（京都勤務）,京都府,260万円〜,"PHP, Java, Python, React, AWS"
Webエンジニア_社内開発,東京都,400万円〜800万円,"SQL, PHP, Go, Laravel"
新規事業開発責任者,"東京都, フルリモート",800万円〜1100万円,
【ゲーム】エフェクトデザイナー,東京都,360万円〜600万円,
【プロジェクトマネージャー】創業期の中核メンバー募集！/子会社BTMAIZへの出向,"東京都, 神奈川県, 千葉県, 埼玉県, 大阪府, 兵庫県, 京都府, 愛知県, 北海道, 青森県, 岩手県, 宮城県, 秋田県, 山形県, 福島県, 茨城県, 栃木県, 群馬県, 新潟県, 富山県, 石川県, 福井県, 山梨県, 長野県, 岐阜県, 静岡県, 三重県, 滋賀県, 奈良県, 和歌山県, 鳥取県, 島根県, 岡山県, 広島県, 山口県, 徳島県, 香川県, 愛媛県, 高知県, 福岡県, 佐賀県, 長崎県, 熊本県, 大分県, 宮崎県, 鹿児島県, 沖縄県, フルリモート, 海外",600万円〜1000万円,"Python, React, AWS, IoT, Azure, GCP, Flutter"
